Nom de l'annonce,Produit,Créateur,Type de contenu,Angle marketing,Hook,Audience,Mois,Nom Ad Set,Nom Campagne,Statut,Date de lancement,Personnes touchées,Impressions,Fréquence,Clics,Conversions (achats),Budget dépensé (€),Revenu estimé (€),ROAS,CPM (€),Coût par clic (€),Taux de clic (%),Coût par conversion (€),Taux de conversion (%),Hook rate (%),Panier moyen (€),Lien aperçu,ID Ad Set,ID Annonce
AG1_Mia_Mindful_Image statique_Routine-matinale_V4,Shaker,Mia_Mindful,Image statique,Routine matinale,Avant/Après,Large,Août 2025,Shaker - Mia Mindful - Août 2025,AG1 - Scale - Shaker,Arrêtée,26/08/2025,320997,836350,2.61,5302,355,14194.13,38939.95,2.74,16.97,2.68,0.63,39.98,9.83,—,109.69,https://facebook.com/ads/preview/AD-20611,AD-99740,AD-20611
AG1_Mia_Mindful_UGC_Voyage_V5,Shaker,Mia_Mindful,UGC,Voyage,Explication science,Large,Août 2025,Shaker - Mia Mindful - Août 2025,AG1 - Acquisition - Shaker,En ligne,01/08/2025,656217,2236459,3.41,21725,332,10751.38,35766.36,3.33,4.81,0.49,0.97,32.38,9.62,12.6,107.73,https://facebook.com/ads/preview/AD-38051,AD-22934,AD-38051
AG1_Mia_Mindful_Image statique_Immunité_V1,Shaker,Mia_Mindful,Image statique,Immunité,Une journée avec moi,Large,Juillet 2025,Shaker - Mia Mindful - Juillet 2025,AG1 - Test créa - Shaker,En pause,19/07/2025,34934,72221,2.07,585,802,11069.05,91323.74,8.25,153.27,18.92,0.81,13.8,15.38,—,113.87,https://facebook.com/ads/preview/AD-56504,AD-60911,AD-56504
AG1_Mia_Mindful_Image statique_Busy-Pro_V3,Shaker,Mia_Mindful,Image statique,Busy Pro,Avant/Après,Large,Septembre 2025,Shaker - Mia Mindful - Septembre 2025,AG1 - Test créa - Shaker,En pause,12/09/2025,95457,218068,2.28,1431,209,12494.42,17925.93,1.43,57.3,8.73,0.66,59.78,13.63,—,85.77,https://facebook.com/ads/preview/AD-91065,AD-56725,AD-91065
AG1_Noah_Vitality_Image statique_Promo_V2,Shaker,Noah_Vitality,Image statique,Promo,Témoignage,Large,Août 2025,Shaker - Noah Vitality - Août 2025,AG1 - Scale - Shaker,Archivée,13/08/2025,60142,142126,2.36,832,223,12937.25,19394.31,1.5,91.03,15.55,0.59,58.01,23.44,—,86.97,https://facebook.com/ads/preview/AD-38885,AD-93055,AD-38885
AG1_Noah_Vitality_Podcast_Busy-Pro_V5,Shaker,Noah_Vitality,Podcast,Busy Pro,Explication science,Large,Août 2025,Shaker - Noah Vitality - Août 2025,AG1 - Acquisition - Shaker,Arrêtée,22/08/2025,199340,513137,2.57,3805,621,11535.39,55076.49,4.77,22.48,3.03,0.74,18.58,5.28,32.0,88.69,https://facebook.com/ads/preview/AD-25989,AD-99212,AD-25989
AG1_Noah_Vitality_Image statique_Immunité_V1,Shaker,Noah_Vitality,Image statique,Immunité,Explication science,Large,Octobre 2025,Shaker - Noah Vitality - Octobre 2025,AG1 - Prospection - Shaker,Arrêtée,19/10/2025,354094,1523242,4.3,15126,842,14592.78,90877.06,6.23,9.58,0.96,0.99,17.33,6.65,—,107.93,https://facebook.com/ads/preview/AD-43769,AD-49366,AD-43769
AG1_Image statique_Busy-Pro_V2,Shaker,—,Image statique,Busy Pro,Explication science,Large,Novembre 2025,Shaker - Novembre 2025,AG1 - Test créa - Shaker,Archivée,18/11/2025,38606,104220,2.7,564,31,2490.01,2809.22,1.13,23.89,4.41,0.54,80.32,14.18,—,90.62,https://facebook.com/ads/preview/AD-55458,AD-13493,AD-55458
AG1_Motion-Vidéo_Lifestyle_V2,Shaker,—,Motion/Vidéo,Lifestyle,Témoignage,Large,Novembre 2025,Shaker - Novembre 2025,AG1 - Prospection - Shaker,En ligne,26/11/2025,328797,1223343,3.72,10335,57,14519.14,6170.25,0.42,11.87,1.4,0.84,254.72,3.85,33.9,108.25,https://facebook.com/ads/preview/AD-60298,AD-23848,AD-60298
AG1_Podcast_Busy-Pro_V3,Shaker,—,Podcast,Busy Pro,Comparatif,Large,Novembre 2025,Shaker - Novembre 2025,AG1 - Test créa - Shaker,Archivée,24/11/2025,7427,10005,1.35,26,218,3198.61,23757.64,7.43,319.7,123.02,0.26,14.67,38.46,32.4,108.98,https://facebook.com/ads/preview/AD-82892,AD-86247,AD-82892
AG1_UGC_Promo_V4,Shaker,—,UGC,Promo,Avant/Après,Large,Novembre 2025,Shaker - Novembre 2025,AG1 - Prospection - Shaker,Arrêtée,13/11/2025,181108,779246,4.3,2345,58,11254.33,5558.72,0.49,14.44,4.8,0.3,194.04,40.13,20.4,95.84,https://facebook.com/ads/preview/AD-10497,AD-69383,AD-10497
AG1_UGC_Routine-matinale_V1,Shaker,—,UGC,Routine matinale,Témoignage,Large,Novembre 2025,Shaker - Novembre 2025,AG1 - Test créa - Shaker,Arrêtée,21/11/2025,381427,1269335,3.33,4795,215,14708.24,22304.1,1.52,11.59,3.07,0.38,68.41,38.19,34.0,103.74,https://facebook.com/ads/preview/AD-21749,AD-33971,AD-21749
AG1_UGC_Science_V3,Shaker,—,UGC,Science,Témoignage,Large,Novembre 2025,Shaker - Novembre 2025,AG1 - Acquisition - Shaker,En pause,01/11/2025,41679,60479,1.45,440,79,2952.86,9006.0,3.05,48.82,6.71,0.73,37.38,5.23,16.5,114.0,https://facebook.com/ads/preview/AD-75038,AD-16793,AD-75038
AG1_Image statique_Immunité_V4,Shaker,—,Image statique,Immunité,Morning Ritual,Large,Octobre 2025,Shaker - Octobre 2025,AG1 - Test créa - Shaker,Arrêtée,10/10/2025,581808,1663992,2.86,6382,474,9380.73,55448.52,5.91,5.64,1.47,0.38,19.79,12.35,—,116.98,https://facebook.com/ads/preview/AD-14687,AD-11548,AD-14687
AG1_Image statique_Voyage_V1,Shaker,—,Image statique,Voyage,Explication science,Large,Octobre 2025,Shaker - Octobre 2025,AG1 - Acquisition - Shaker,Arrêtée,26/10/2025,577502,2257967,3.91,7445,557,5837.14,54251.8,9.29,2.59,0.78,0.33,10.48,11.52,—,97.4,https://facebook.com/ads/preview/AD-25534,AD-36610,AD-25534
AG1_Image statique_Voyage_V5,Shaker,—,Image statique,Voyage,Challenge,Large,Octobre 2025,Shaker - Octobre 2025,AG1 - Test créa - Shaker,Arrêtée,03/10/2025,152056,407218,2.68,2203,590,14166.5,68245.3,4.82,34.79,6.43,0.54,24.01,9.9,—,115.67,https://facebook.com/ads/preview/AD-13123,AD-74286,AD-13123
AG1_Podcast_Promo_V2,Shaker,—,Podcast,Promo,Avant/Après,Large,Octobre 2025,Shaker - Octobre 2025,AG1 - Acquisition - Shaker,En ligne,10/10/2025,559867,1188377,2.12,8593,61,11180.74,6366.57,0.57,9.41,1.3,0.72,183.29,10.57,12.8,104.37,https://facebook.com/ads/preview/AD-39284,AD-33943,AD-39284
AG1_Podcast_Énergie_V2,Shaker,—,Podcast,Énergie,Une journée avec moi,Large,Octobre 2025,Shaker - Octobre 2025,AG1 - Acquisition - Shaker,En ligne,01/10/2025,686044,1274691,1.86,5658,3,155.91,345.18,2.21,0.12,0.03,0.44,51.97,29.5,10.5,115.06,https://facebook.com/ads/preview/AD-78103,AD-21776,AD-78103
AG1_Témoignage_Busy-Pro_V3,Shaker,—,Témoignage,Busy Pro,Avant/Après,Large,Octobre 2025,Shaker - Octobre 2025,AG1 - Prospection - Shaker,En ligne,16/10/2025,133473,428604,3.21,3468,185,2839.7,21286.1,7.5,6.63,0.82,0.81,15.35,17.27,—,115.06,https://facebook.com/ads/preview/AD-55003,AD-33317,AD-55003
AG1_UGC_Routine-matinale_V2,Shaker,—,UGC,Routine matinale,Avant/Après,Large,Octobre 2025,Shaker - Octobre 2025,AG1 - Test créa - Shaker,Arrêtée,25/10/2025,578326,1792193,3.1,14504,113,1903.95,12019.81,6.31,1.06,0.13,0.81,16.85,6.51,13.1,106.37,https://facebook.com/ads/preview/AD-31289,AD-39847,AD-31289
AG1_UGC_Sport_V1,Shaker,—,UGC,Sport,Explication science,Large,Octobre 2025,Shaker - Octobre 2025,AG1 - Prospection - Shaker,Arrêtée,15/10/2025,315980,906376,2.87,4248,172,9426.84,15698.44,1.67,10.4,2.22,0.47,54.81,12.15,27.5,91.27,https://facebook.com/ads/preview/AD-42214,AD-19094,AD-42214
AG1_Olivia_Green_Podcast_Lifestyle_V2,Shaker,Olivia_Green,Podcast,Lifestyle,Explication science,Large,Juillet 2025,Shaker - Olivia Green - Juillet 2025,AG1 - Scale - Shaker,En pause,26/07/2025,94493,239534,2.53,665,133,2094.85,11851.63,5.66,8.75,3.15,0.28,15.75,40.15,24.9,89.11,https://facebook.com/ads/preview/AD-14373,AD-67779,AD-14373
AG1_Olivia_Green_Podcast_Routine-matinale_V4,Shaker,Olivia_Green,Podcast,Routine matinale,Avant/Après,Large,Juillet 2025,Shaker - Olivia Green - Juillet 2025,AG1 - Scale - Shaker,Archivée,25/07/2025,26772,62631,2.34,190,36,4020.94,3965.76,0.99,64.2,21.16,0.3,111.69,22.11,25.4,110.16,https://facebook.com/ads/preview/AD-11220,AD-19508,AD-11220
AG1_Olivia_Green_UGC_Immunité_V3,Shaker,Olivia_Green,UGC,Immunité,Challenge,Large,Juillet 2025,Shaker - Olivia Green - Juillet 2025,AG1 - Scale - Shaker,Archivée,09/07/2025,36585,62278,1.7,544,736,10208.8,66718.4,6.54,163.92,18.77,0.87,13.87,10.29,16.9,90.65,https://facebook.com/ads/preview/AD-86099,AD-33405,AD-86099
AG1_Olivia_Green_UGC_Énergie_V3,Shaker,Olivia_Green,UGC,Énergie,Morning Ritual,Large,Juillet 2025,Shaker - Olivia Green - Juillet 2025,AG1 - Acquisition - Shaker,Arrêtée,03/07/2025,119812,173111,1.44,1359,19,5663.1,1725.2,0.3,32.71,4.17,0.79,298.06,6.4,22.8,90.8,https://facebook.com/ads/preview/AD-87860,AD-54295,AD-87860
AG1_Olivia_Green_Image statique_Routine-matinale_V3,Shaker,Olivia_Green,Image statique,Routine matinale,Une journée avec moi,Large,Novembre 2025,Shaker - Olivia Green - Novembre 2025,AG1 - Scale - Shaker,Arrêtée,15/11/2025,397775,1490310,3.75,4665,409,6965.51,39836.6,5.72,4.67,1.49,0.31,17.03,25.79,—,97.4,https://facebook.com/ads/preview/AD-13580,AD-23336,AD-13580
AG1_Olivia_Green_UGC_Digestion_V3,Shaker,Olivia_Green,UGC,Digestion,Comparatif,Large,Septembre 2025,Shaker - Olivia Green - Septembre 2025,AG1 - Prospection - Shaker,En ligne,16/09/2025,310784,1196529,3.85,11394,1,349.42,103.17,0.3,0.29,0.03,0.95,349.42,3.6,10.8,103.17,https://facebook.com/ads/preview/AD-30571,AD-15542,AD-30571
AG1_Olivia_Green_UGC_Science_V1,Shaker,Olivia_Green,UGC,Science,Avant/Après,Large,Septembre 2025,Shaker - Olivia Green - Septembre 2025,AG1 - Prospection - Shaker,Arrêtée,15/09/2025,531344,1758890,3.31,15562,96,3072.13,8353.92,2.72,1.75,0.2,0.88,32.0,13.65,21.1,87.02,https://facebook.com/ads/preview/AD-30868,AD-57377,AD-30868
AG1_Motion-Vidéo_Sport_V5,Shaker,—,Motion/Vidéo,Sport,Explication science,Large,Septembre 2025,Shaker - Septembre 2025,AG1 - Test créa - Shaker,En pause,03/09/2025,33514,60522,1.81,159,250,8591.13,23170.0,2.7,141.95,54.03,0.26,34.36,41.51,21.1,92.68,https://facebook.com/ads/preview/AD-79414,AD-37204,AD-79414
AG1_UGC_Lifestyle_V4,Shaker,—,UGC,Lifestyle,Challenge,Large,Septembre 2025,Shaker - Septembre 2025,AG1 - Test créa - Shaker,En pause,15/09/2025,24635,28016,1.14,269,1033,10309.68,107938.17,10.47,367.99,38.33,0.96,9.98,8.18,23.6,104.49,https://facebook.com/ads/preview/AD-24444,AD-24047,AD-24444
AG1_UGC_Lifestyle_V4,Shaker,—,UGC,Lifestyle,Témoignage,Large,Septembre 2025,Shaker - Septembre 2025,AG1 - Scale - Shaker,En ligne,13/09/2025,295684,1007671,3.41,5409,241,7629.06,25047.13,3.28,7.57,1.41,0.54,31.66,25.72,28.9,103.93,https://facebook.com/ads/preview/AD-13742,AD-87735,AD-13742
AG1_UGC_Science_V1,Shaker,—,UGC,Science,Témoignage,Large,Septembre 2025,Shaker - Septembre 2025,AG1 - Test créa - Shaker,Archivée,14/09/2025,56547,59253,1.05,362,89,1141.57,8099.89,7.1,19.27,3.15,0.61,12.83,8.01,22.3,91.01,https://facebook.com/ads/preview/AD-26705,AD-56447,AD-26705
AG1_Sophia_Wellness_UGC_Promo_V5,Shaker,Sophia_Wellness,UGC,Promo,Avant/Après,Large,Août 2025,Shaker - Sophia Wellness - Août 2025,AG1 - Prospection - Shaker,En ligne,15/08/2025,312227,1106259,3.54,9010,52,1873.33,6004.44,3.21,1.69,0.21,0.81,36.03,15.88,14.7,115.47,https://facebook.com/ads/preview/AD-14392,AD-42396,AD-14392
AG1_Sophia_Wellness_UGC_Busy-Pro_V3,Shaker,Sophia_Wellness,UGC,Busy Pro,Avant/Après,Large,Novembre 2025,Shaker - Sophia Wellness - Novembre 2025,AG1 - Prospection - Shaker,En pause,06/11/2025,24640,39056,1.59,307,302,7473.63,26890.08,3.6,191.36,24.34,0.79,24.75,16.94,20.0,89.04,https://facebook.com/ads/preview/AD-62099,AD-87658,AD-62099
AG1_Sophia_Wellness_UGC_Immunité_V5,Shaker,Sophia_Wellness,UGC,Immunité,Avant/Après,Large,Novembre 2025,Shaker - Sophia Wellness - Novembre 2025,AG1 - Prospection - Shaker,En ligne,25/11/2025,542718,1415391,2.61,5349,350,14428.92,33880.0,2.35,10.19,2.7,0.38,41.23,31.67,14.3,96.8,https://facebook.com/ads/preview/AD-68917,AD-72245,AD-68917
AG1_Sophia_Wellness_Motion-Vidéo_Sport_V3,Shaker,Sophia_Wellness,Motion/Vidéo,Sport,Avant/Après,Large,Octobre 2025,Shaker - Sophia Wellness - Octobre 2025,AG1 - Scale - Shaker,En ligne,07/10/2025,581331,1113169,1.91,8558,18,2231.79,1659.96,0.74,2.0,0.26,0.77,123.99,19.39,15.3,92.22,https://facebook.com/ads/preview/AD-78300,AD-92663,AD-78300
AG1_Sophia_Wellness_Motion-Vidéo_Promo_V2,Shaker,Sophia_Wellness,Motion/Vidéo,Promo,Morning Ritual,Large,Septembre 2025,Shaker - Sophia Wellness - Septembre 2025,AG1 - Test créa - Shaker,En ligne,27/09/2025,394941,689966,1.75,5404,612,12038.33,56395.8,4.68,17.45,2.23,0.78,19.67,17.93,30.9,92.15,https://facebook.com/ads/preview/AD-55095,AD-99523,AD-55095
AG1_Sophia_Wellness_UGC_Promo_V4,Shaker,Sophia_Wellness,UGC,Promo,Une journée avec moi,Large,Septembre 2025,Shaker - Sophia Wellness - Septembre 2025,AG1 - Acquisition - Shaker,En pause,09/09/2025,4103,8546,2.08,58,16,438.58,1370.08,3.12,51.32,7.56,0.68,27.41,10.34,32.1,85.63,https://facebook.com/ads/preview/AD-38382,AD-87458,AD-38382
AG1_Zoe_Energy_Motion-Vidéo_Voyage_V1,Shaker,Zoe_Energy,Motion/Vidéo,Voyage,Comparatif,Large,Août 2025,Shaker - Zoe Energy - Août 2025,AG1 - Prospection - Shaker,En ligne,14/08/2025,60431,199063,3.29,936,55,1090.24,5588.0,5.13,5.48,1.16,0.47,19.82,19.55,18.8,101.6,https://facebook.com/ads/preview/AD-61546,AD-18056,AD-61546
AG1_Zoe_Energy_Podcast_Lifestyle_V2,Shaker,Zoe_Energy,Podcast,Lifestyle,Explication science,Large,Août 2025,Shaker - Zoe Energy - Août 2025,AG1 - Acquisition - Shaker,En pause,06/08/2025,93311,200467,2.15,1143,317,8902.84,34584.7,3.88,44.41,7.79,0.57,28.08,15.49,23.0,109.1,https://facebook.com/ads/preview/AD-63188,AD-50374,AD-63188
AG1_Zoe_Energy_Podcast_Digestion_V3,Shaker,Zoe_Energy,Podcast,Digestion,Une journée avec moi,Large,Octobre 2025,Shaker - Zoe Energy - Octobre 2025,AG1 - Test créa - Shaker,Arrêtée,26/10/2025,50034,190566,3.81,382,93,10239.36,10259.76,1.0,53.73,26.8,0.2,110.1,46.6,25.4,110.32,https://facebook.com/ads/preview/AD-58323,AD-41127,AD-58323
AG1_Zoe_Energy_UGC_Promo_V2,Shaker,Zoe_Energy,UGC,Promo,Témoignage,Large,Octobre 2025,Shaker - Zoe Energy - Octobre 2025,AG1 - Test créa - Shaker,Archivée,08/10/2025,32947,91658,2.78,584,300,7575.53,34125.0,4.5,82.65,12.97,0.64,25.25,22.09,34.1,113.75,https://facebook.com/ads/preview/AD-92656,AD-60151,AD-92656
AG1_Zoe_Energy_Podcast_Science_V1,Shaker,Zoe_Energy,Podcast,Science,Une journée avec moi,Large,Septembre 2025,Shaker - Zoe Energy - Septembre 2025,AG1 - Acquisition - Shaker,Archivée,23/09/2025,56168,94589,1.68,453,167,2509.77,16145.56,6.43,26.53,5.54,0.48,15.03,24.94,19.3,96.68,https://facebook.com/ads/preview/AD-67250,AD-31061,AD-67250
AG1_Image statique_Lifestyle_V5,Vitamine D3+K2,—,Image statique,Lifestyle,Témoignage,Large,Août 2025,Vitamine D3+K2 - Août 2025,AG1 - Acquisition - Vitamine D3+K2,En ligne,27/08/2025,454186,831402,1.83,7711,546,7864.53,49915.32,6.35,9.46,1.02,0.93,14.4,3.44,—,91.42,https://facebook.com/ads/preview/AD-89365,AD-29603,AD-89365
AG1_Motion-Vidéo_Digestion_V1,Vitamine D3+K2,—,Motion/Vidéo,Digestion,Explication science,Large,Août 2025,Vitamine D3+K2 - Août 2025,AG1 - Acquisition - Vitamine D3+K2,Arrêtée,19/08/2025,560775,1138915,2.03,3391,272,3609.25,27559.04,7.64,3.17,1.06,0.3,13.27,45.71,29.8,101.32,https://facebook.com/ads/preview/AD-40924,AD-61111,AD-40924
AG1_Podcast_Promo_V3,Vitamine D3+K2,—,Podcast,Promo,Morning Ritual,Large,Août 2025,Vitamine D3+K2 - Août 2025,AG1 - Acquisition - Vitamine D3+K2,En ligne,02/08/2025,797732,2057725,2.58,13641,37,7460.76,4185.44,0.56,3.63,0.55,0.66,201.64,12.04,27.7,113.12,https://facebook.com/ads/preview/AD-62386,AD-73897,AD-62386
AG1_Podcast_Sport_V5,Vitamine D3+K2,—,Podcast,Sport,Morning Ritual,Large,Août 2025,Vitamine D3+K2 - Août 2025,AG1 - Prospection - Vitamine D3+K2,En ligne,09/08/2025,667466,2101634,3.15,14311,671,6656.04,58605.14,8.8,3.17,0.47,0.68,9.92,12.4,8.2,87.34,https://facebook.com/ads/preview/AD-92396,AD-91233,AD-92396
AG1_UGC_Lifestyle_V3,Vitamine D3+K2,—,UGC,Lifestyle,Morning Ritual,Large,Août 2025,Vitamine D3+K2 - Août 2025,AG1 - Test créa - Vitamine D3+K2,Arrêtée,19/08/2025,428309,1466188,3.42,13857,70,1186.63,7277.2,6.13,0.81,0.09,0.95,16.95,13.6,20.9,103.96,https://facebook.com/ads/preview/AD-33957,AD-45268,AD-33957
AG1_UGC_Lifestyle_V4,Vitamine D3+K2,—,UGC,Lifestyle,Comparatif,Large,Août 2025,Vitamine D3+K2 - Août 2025,AG1 - Prospection - Vitamine D3+K2,En pause,27/08/2025,84626,107602,1.27,960,532,6936.24,57291.08,8.26,64.46,7.23,0.89,13.04,5.42,32.2,107.69,https://facebook.com/ads/preview/AD-17342,AD-64257,AD-17342
AG1_UGC_Science_V1,Vitamine D3+K2,—,UGC,Science,Comparatif,Large,Août 2025,Vitamine D3+K2 - Août 2025,AG1 - Scale - Vitamine D3+K2,Arrêtée,12/08/2025,531199,2174867,4.09,9615,61,12450.39,6900.93,0.55,5.72,1.29,0.44,204.1,16.87,22.2,113.13,https://facebook.com/ads/preview/AD-36489,AD-14901,AD-36489
AG1_Ava_Balance_Image statique_Énergie_V5,Vitamine D3+K2,Ava_Balance,Image statique,Énergie,Avant/Après,Large,Août 2025,Vitamine D3+K2 - Ava Balance - Août 2025,AG1 - Prospection - Vitamine D3+K2,En pause,18/08/2025,26467,42006,1.59,266,362,7596.68,37854.34,4.98,180.85,28.56,0.63,20.99,13.91,—,104.57,https://facebook.com/ads/preview/AD-12316,AD-81646,AD-12316
AG1_Ava_Balance_Podcast_Lifestyle_V2,Vitamine D3+K2,Ava_Balance,Podcast,Lifestyle,Avant/Après,Large,Août 2025,Vitamine D3+K2 - Ava Balance - Août 2025,AG1 - Prospection - Vitamine D3+K2,En ligne,16/08/2025,459660,1721364,3.74,4948,180,14351.57,17508.6,1.22,8.34,2.9,0.29,79.73,22.47,15.5,97.27,https://facebook.com/ads/preview/AD-36772,AD-29726,AD-36772
AG1_Ava_Balance_Podcast_Énergie_V2,Vitamine D3+K2,Ava_Balance,Podcast,Énergie,Avant/Après,Large,Août 2025,Vitamine D3+K2 - Ava Balance - Août 2025,AG1 - Acquisition - Vitamine D3+K2,Archivée,01/08/2025,68387,94291,1.38,279,303,13458.12,29675.82,2.21,142.73,48.24,0.3,44.42,29.39,33.3,97.94,https://facebook.com/ads/preview/AD-36975,AD-46039,AD-36975
AG1_Ava_Balance_Image statique_Science_V2,Vitamine D3+K2,Ava_Balance,Image statique,Science,Témoignage,Large,Juillet 2025,Vitamine D3+K2 - Ava Balance - Juillet 2025,AG1 - Prospection - Vitamine D3+K2,Arrêtée,05/07/2025,86517,300423,3.47,1717,241,6263.55,26025.59,4.16,20.85,3.65,0.57,25.99,8.56,—,107.99,https://facebook.com/ads/preview/AD-51853,AD-50970,AD-51853
AG1_Ava_Balance_Image statique_Busy-Pro_V2,Vitamine D3+K2,Ava_Balance,Image statique,Busy Pro,Avant/Après,Large,Novembre 2025,Vitamine D3+K2 - Ava Balance - Novembre 2025,AG1 - Scale - Vitamine D3+K2,En ligne,16/11/2025,264040,737058,2.79,6787,263,4854.89,24359.06,5.02,6.59,0.72,0.92,18.46,10.74,—,92.62,https://facebook.com/ads/preview/AD-14347,AD-27353,AD-14347
AG1_Ava_Balance_Motion-Vidéo_Busy-Pro_V4,Vitamine D3+K2,Ava_Balance,Motion/Vidéo,Busy Pro,Morning Ritual,Large,Novembre 2025,Vitamine D3+K2 - Ava Balance - Novembre 2025,AG1 - Scale - Vitamine D3+K2,Arrêtée,20/11/2025,159652,594535,3.72,5931,671,8874.47,57162.49,6.44,14.93,1.5,1.0,13.23,7.96,9.7,85.19,https://facebook.com/ads/preview/AD-73495,AD-61951,AD-73495
AG1_Ava_Balance_Podcast_Routine-matinale_V2,Vitamine D3+K2,Ava_Balance,Podcast,Routine matinale,Morning Ritual,Large,Novembre 2025,Vitamine D3+K2 - Ava Balance - Novembre 2025,AG1 - Prospection - Vitamine D3+K2,Archivée,19/11/2025,60852,109003,1.79,597,702,9997.45,73141.38,7.32,91.72,16.75,0.55,14.24,12.23,18.8,104.19,https://facebook.com/ads/preview/AD-50568,AD-69000,AD-50568
AG1_Ava_Balance_UGC_Digestion_V4,Vitamine D3+K2,Ava_Balance,UGC,Digestion,Explication science,Large,Novembre 2025,Vitamine D3+K2 - Ava Balance - Novembre 2025,AG1 - Test créa - Vitamine D3+K2,En ligne,28/11/2025,177445,439488,2.48,2997,118,14900.05,12440.74,0.83,33.9,4.97,0.68,126.27,5.04,28.6,105.43,https://facebook.com/ads/preview/AD-44023,AD-69754,AD-44023
AG1_Ava_Balance_Image statique_Science_V1,Vitamine D3+K2,Ava_Balance,Image statique,Science,Une journée avec moi,Large,Octobre 2025,Vitamine D3+K2 - Ava Balance - Octobre 2025,AG1 - Test créa - Vitamine D3+K2,Arrêtée,25/10/2025,576245,1598139,2.77,4175,876,13658.29,99084.36,7.25,8.55,3.27,0.26,15.59,34.04,—,113.11,https://facebook.com/ads/preview/AD-75721,AD-47876,AD-75721
AG1_Ava_Balance_Image statique_Énergie_V3,Vitamine D3+K2,Ava_Balance,Image statique,Énergie,Une journée avec moi,Large,Octobre 2025,Vitamine D3+K2 - Ava Balance - Octobre 2025,AG1 - Test créa - Vitamine D3+K2,En ligne,28/10/2025,348267,542172,1.56,3360,132,5952.02,14320.68,2.41,10.98,1.77,0.62,45.09,15.62,—,108.49,https://facebook.com/ads/preview/AD-85553,AD-11145,AD-85553
AG1_Ben_Recovery_Motion-Vidéo_Busy-Pro_V5,Vitamine D3+K2,Ben_Recovery,Motion/Vidéo,Busy Pro,Challenge,Large,Août 2025,Vitamine D3+K2 - Ben Recovery - Août 2025,AG1 - Test créa - Vitamine D3+K2,Arrêtée,28/08/2025,454726,1374075,3.02,4790,249,5361.84,22646.55,4.22,3.9,1.12,0.35,21.53,24.09,24.3,90.95,https://facebook.com/ads/preview/AD-75762,AD-41031,AD-75762
AG1_Ben_Recovery_Podcast_Lifestyle_V3,Vitamine D3+K2,Ben_Recovery,Podcast,Lifestyle,Témoignage,Large,Août 2025,Vitamine D3+K2 - Ben Recovery - Août 2025,AG1 - Scale - Vitamine D3+K2,Arrêtée,18/08/2025,198288,526964,2.66,4854,20,1184.53,2225.0,1.88,2.25,0.24,0.92,59.23,6.72,16.0,111.25,https://facebook.com/ads/preview/AD-20244,AD-94365,AD-20244
AG1_Ben_Recovery_Podcast_Immunité_V4,Vitamine D3+K2,Ben_Recovery,Podcast,Immunité,Test goût,Large,Novembre 2025,Vitamine D3+K2 - Ben Recovery - Novembre 2025,AG1 - Acquisition - Vitamine D3+K2,En ligne,24/11/2025,142392,332092,2.33,2639,782,7513.35,82813.8,11.02,22.62,2.85,0.79,9.61,3.87,24.9,105.9,https://facebook.com/ads/preview/AD-74463,AD-50517,AD-74463
AG1_Ben_Recovery_Podcast_Digestion_V3,Vitamine D3+K2,Ben_Recovery,Podcast,Digestion,Test goût,Large,Octobre 2025,Vitamine D3+K2 - Ben Recovery - Octobre 2025,AG1 - Acquisition - Vitamine D3+K2,En pause,18/10/2025,20946,58683,2.8,367,455,6257.03,47893.3,7.65,106.62,17.05,0.63,13.75,7.63,24.7,105.26,https://facebook.com/ads/preview/AD-71547,AD-92402,AD-71547
AG1_Ben_Recovery_UGC_Science_V4,Vitamine D3+K2,Ben_Recovery,UGC,Science,Test goût,Large,Septembre 2025,Vitamine D3+K2 - Ben Recovery - Septembre 2025,AG1 - Test créa - Vitamine D3+K2,En ligne,28/09/2025,232971,435016,1.87,1268,19,791.22,1930.21,2.44,1.82,0.62,0.29,41.64,35.73,9.0,101.59,https://facebook.com/ads/preview/AD-86007,AD-67712,AD-86007
AG1_Chloe_Clean_Podcast_Digestion_V1,Vitamine D3+K2,Chloe_Clean,Podcast,Digestion,Témoignage,Large,Août 2025,Vitamine D3+K2 - Chloe Clean - Août 2025,AG1 - Acquisition - Vitamine D3+K2,Arrêtée,01/08/2025,531429,1042510,1.96,8238,31,494.37,2854.48,5.77,0.47,0.06,0.79,15.95,18.1,30.4,92.08,https://facebook.com/ads/preview/AD-60152,AD-33474,AD-60152
AG1_Chloe_Clean_Podcast_Voyage_V4,Vitamine D3+K2,Chloe_Clean,Podcast,Voyage,Témoignage,Large,Août 2025,Vitamine D3+K2 - Chloe Clean - Août 2025,AG1 - Scale - Vitamine D3+K2,Arrêtée,12/08/2025,331383,585465,1.77,5717,97,7289.43,8974.44,1.23,12.45,1.28,0.98,75.15,6.26,28.8,92.52,https://facebook.com/ads/preview/AD-69759,AD-47274,AD-69759
AG1_Chloe_Clean_Témoignage_Énergie_V5,Vitamine D3+K2,Chloe_Clean,Témoignage,Énergie,Comparatif,Large,Août 2025,Vitamine D3+K2 - Chloe Clean - Août 2025,AG1 - Acquisition - Vitamine D3+K2,En pause,02/08/2025,21344,46173,2.16,348,318,6942.61,32674.5,4.71,150.36,19.95,0.75,21.83,6.03,—,102.75,https://facebook.com/ads/preview/AD-57338,AD-45739,AD-57338
